name,latitude,longitude,location_id,num_reviews,ranking_position,ranking_denominator,ranking_category,rating,address,cuisine,establishment_types,price,Bar,Italian,Japanese,American,Steakhouse,Cafe,Indian,Asian,Healthy,German,Central European,Mediterranean,European,Vegan Options,Gluten Free Options,Seafood,min price,max price,rating_category
Buffalo Steakhaus,50.115826,8.675317,1040374,647,36,2194,D,4.5,"Kaiserhofstr. 18-20, 60313 Frankfurt, Hesse Germany",Steakhouse,Restaurants,,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Zum Lahmen Esel,50.16938,8.62205,1341948,207,37,2194,D,4.5,"Krautgartenweg 1 60439 Frankfurt, 60439 Frankfurt, Hesse Germany",German,Restaurants,$8 - $25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,$8 , $25,B
Ristorante Sardegna,50.112892,8.686084,1382267,325,38,2194,D,4.5,"Fahrgasse 84, 60311 Frankfurt, Hesse Germany",Italian,Restaurants,$7 - $25,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,Available,N/A,$7 , $25,B
Goc Pho Vietnamese Street Food,50.113544,8.681619,10831790,259,39,2194,D,4.5,"Scharfengassschen 6 Frakfurt am Main, 60311 Frankfurt, Hesse Germany",Asian,Restaurants,$4 - $15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$4 , $15,B
Gorenshi,50.107357,8.625503,13364571,112,40,2194,D,4.5,"Europa-Allee 157 Europaviertel West, near AXIS-Building and Westside Tower, 60486 Frankfurt, Hesse Germany",Japanese,Restaurants,$9 - $23,N/A,N/A,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$9 , $23,B
Muku,50.10596,8.692248,2367831,312,41,2194,E,4.5,"Dreieichstr. 7, 60594 Frankfurt, Hesse Germany",Japanese,Restaurants,,N/A,N/A,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Quattro,50.115406,8.686873,1790715,592,42,2194,E,4.0,"Gelbehirschstr. 12, 60313 Frankfurt, Hesse Germany",Italian,Restaurants,$15 - $500,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,N/A,N/A,$15 , $500,C
Stadtsalat,50.117706,8.663234,20205691,51,43,2194,E,5.0,"Bockenheimer Landstrasse 59, 60325 Frankfurt, Hesse Germany",German,Restaurants,$9 - $14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,N/A,N/A,N/A,N/A,$9 , $14,A
Salzkammer,50.111565,8.678314,2061971,590,44,2194,E,4.0,"Weissadlergasse 15, 60311 Frankfurt, Hesse Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,Available,N/A,0,0,C
Gioia,50.104866,8.68971,3915312,302,45,2194,E,4.0,"Paradiesgasse 67, 60594 Frankfurt, Hesse Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,Available,N/A,0,0,C
Lafleur,50.121525,8.656618,4795114,198,46,2194,E,4.5,"Palmengartenstr. 11, 60325 Frankfurt, Hesse Germany",European,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,Available,Available,N/A,0,0,B
Zum Storch Am Dom,50.110096,8.684891,964719,322,47,2194,E,4.0,"Saalgasse 3-5, 60311 Frankfurt, Hesse Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
Zu den 12 Aposteln,50.117348,8.686392,1341951,1047,48,2194,E,4.0,"Rosenbergerstrasse 1, 60313 Frankfurt, Hesse Germany",German,Restaurants,$4 - $21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,$4 , $21,C
Flavors Frankfurt Airport,50.05272,8.572332,1835021,298,49,2194,E,4.5,"Hugo-Eckener-Ring 15 Flughafen/Terminal 1, 60549 Frankfurt, Hesse Germany",European,Restaurants,$35 - $71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,N/A,$35 , $71,B
eatDOORI,50.108463,8.668906,8630793,730,50,2194,E,4.0,"Kaiserstr. 55, 60329 Frankfurt, Hesse Germany",Indian,Restaurants,$10 - $15,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$10 , $15,C
