name,latitude,longitude,location_id,num_reviews,ranking_position,ranking_denominator,ranking_category,rating,address,cuisine,establishment_types,price,Bar,Italian,Japanese,American,Steakhouse,Cafe,Indian,Asian,Healthy,German,Central European,Mediterranean,European,Vegan Options,Gluten Free Options,Seafood,min price,max price,rating_category
Bohm's Herrenkeller,49.449604,11.079886,1353630,541,22,1022,C,4.5,"Theatergasse 19, 90402 Nuremberg, Bavaria Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,B
CoCo - Indochine,49.45429,11.075486,11961717,272,23,1022,C,4.5,"Augustinerstr. 1, 90403 Nuremberg, Bavaria Germany",Asian,Restaurants,$8 - $25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$8 , $25,B
Alte Kuch'n / Im Keller,49.455856,11.074422,798965,630,24,1022,C,4.0,"Albrecht-Duerer-Str. 3, 90403 Nuremberg, Bavaria Germany",International,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
Quo Vadis,49.466625,11.102089,2614576,261,25,1022,C,4.5,"Elbinger Str. 28, 90491 Nuremberg, Bavaria Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,Available,Available,0,0,B
Minneci,49.448277,11.07104,1352391,259,26,1022,C,4.5,"Zirkelschmiedsgasse 28, 90402 Nuremberg, Bavaria Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,N/A,0,0,B
Restaurant Literaturhaus,49.448334,11.079767,3211211,241,27,1022,C,4.5,"Luitpoldstr. 6, 90402 Nuremberg, Bavaria Germany",European,Restaurants,$8 - $19,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,Available,Available,Available,Available,Available,Available,N/A,$8 , $19,B
LeBar,49.44815,11.078304,12970378,115,28,1022,C,4.5,"Luitpoldstr. 16, 90402 Nuremberg, Bavaria Germany",Indian,Restaurants,$5 - $14,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$5 , $14,B
Duck & Curry Thai Restaurant,49.43392,11.126456,7020560,159,29,1022,C,4.5,"Regensburger Str. 308 Gemeinschaftsparkplatz Lidl, 90480 Nuremberg, Bavaria Germany",Thai,Restaurants,$6 - $30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$6 , $30,B
Hausbrauerei Altstadthof,49.457016,11.07497,1340354,623,30,1022,C,4.0,"Bergstr. 19 Hausbrauerei Altstadthof - Bräustüberl, 90403 Nuremberg, Bavaria Germany",German,Restaurants,$4 - $18,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,$4 , $18,C
Schaeufelewaertschaft,49.44214,11.091687,1344261,359,31,1022,D,4.0,"Schweiggerstr. 19, 90478 Nuremberg, Bavaria Germany",Deli,Restaurants,$5 - $12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,$5 , $12,C
Arooi Dii,49.43346,11.081975,7194316,240,32,1022,D,4.5,"Gabelsbergerstr. 76, 90459 Nuremberg, Bavaria Germany",Asian,Restaurants,$14 - $23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$14 , $23,B
Restauration Kopernikus,49.45303,11.085708,2103502,262,33,1022,D,4.5,"Hintere Insel Schuett 34 90403 Nuremberg, 90403 Nuremberg, Bavaria Germany",German,Restaurants,$6 - $14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,$6 , $14,B
Restaurant Burgwachter,49.4575,11.076786,1959548,446,34,1022,D,4.0,"Am Oelberg 10, 90403 Nuremberg, Bavaria Germany",German,Restaurants,$6 - $25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,$6 , $25,C
Die Kleine Eismanufaktur,49.455086,11.072294,8431524,93,35,1022,D,5.0,"Weissgerbergasse 28, 90403 Nuremberg, Bavaria Germany",Vegetarian Friendly,Dessert,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,0,0,A
Essigbraetlein,49.455196,11.074747,958191,245,36,1022,D,4.5,"Weinmarkt 3, 90403 Nuremberg, Bavaria Germany",European,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,Available,Available,N/A,0,0,B
Coco Taste of Asia,49.451054,11.069528,8432180,236,37,1022,D,4.5,"Schlotfegergasse 2, 90402 Nuremberg, Bavaria Germany",Sushi,Restaurants,$4 - $19,N/A,N/A,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$4 , $19,B
Ha Long Restaurant Und Teehaus,49.461468,11.089767,7214138,132,38,1022,D,4.5,"Wurzelbauerstr. 21, 90409 Nuremberg, Bavaria Germany",Asian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,0,0,B
O-Sha Thai-Restaurant,49.44878,11.0734,1917249,280,39,1022,D,4.5,"Jakobstrasse 13 - 15, 90402 Nuremberg, Bavaria Germany",Asian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,0,0,B
Einzimmer Kuche Bar,49.454678,11.074761,10391175,96,40,1022,D,4.5,"Schustergasse 10, 90403 Nuremberg, Bavaria Germany",European,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,0,0,B
Cocoon Restaurant Nuernberg,49.447426,11.084787,14134347,209,41,1022,E,4.5,"Bahnhofstr. 11, 90402 Nuremberg, Bavaria Germany",Japanese,Restaurants,$2 - $38,N/A,N/A,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$2 , $38,B
Restauration Fischer,49.48202,11.2373,2589216,178,42,1022,E,4.5,"Schottengasse 1, 90402 Nuremberg, Bavaria Germany",European,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,N/A,N/A,0,0,B
"Zwei Sinn Meiers, Bistro, Fine Dining",49.464054,11.118271,10149180,156,43,1022,E,4.5,"Aeussere Sulzbacher Str. 118, 90491 Nuremberg, Bavaria Germany",International,Restaurants,$9 - $34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,N/A,N/A,$9 , $34,B
Pillhofer,49.44796,11.081152,1139409,564,44,1022,E,4.0,"Koenigstr. 78, 90402 Nuremberg, Bavaria Germany",German,Restaurants,$15 - $22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,Available,N/A,$15 , $22,C
Bratwursthausle,49.454857,11.076977,1390048,2693,45,1022,E,4.0,"Rathausplatz 1, 90403 Nuremberg, Bavaria Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,0,0,C
Estragon,49.44889,11.073056,1039819,172,46,1022,E,4.5,"Jakobstr. 19, 90402 Nuremberg, Bavaria Germany",Mediterranean,Restaurants,$10 - $34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,Available,N/A,N/A,$10 , $34,B
HANS IM GLUECK Burgergrill & Bar,49.44811,11.080768,4432816,819,47,1022,E,4.0,"Koenigstr. 74, 90402 Nuremberg, Bavaria Germany",American,Restaurants,$7 - $25,Available,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$7 , $25,C
Wonka,49.45878,11.0649,968006,100,48,1022,E,4.5,"Johannisstr. 38, 90419 Nuremberg, Bavaria Germany",European,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,N/A,N/A,0,0,B
Wuerzhaus,49.46226,11.069761,1039857,170,49,1022,E,4.5,"Kirchenweg 3a, 90419 Nuremberg, Bavaria Germany",German,Restaurants,$13 - $91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,Available,Available,N/A,$13 , $91,B
Enchilada,49.45419,11.078961,798967,382,50,1022,E,4.0,"Obstmarkt 10 am Hauptmarkt, 90403 Nuremberg, Bavaria Germany",Mexican,Restaurants,$6 - $19,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$6 , $19,C
