name,latitude,longitude,location_id,num_reviews,ranking_position,ranking_denominator,ranking_category,rating,address,cuisine,establishment_types,price,Bar,Italian,Japanese,American,Steakhouse,Cafe,Indian,Asian,Healthy,German,Central European,Mediterranean,European,Vegan Options,Gluten Free Options,Seafood,min price,max price,rating_category
Mutter Wittig,51.481342,7.220217,960935,179,27,396,C,4.0,"Bongardstr. 35, 44787 Bochum, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
Five,51.478813,7.219525,7234558,39,28,396,C,4.5,"Hellweg 28-30, 44787 Bochum, North Rhine-Westphalia Germany",Fusion,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Takeshi,51.466297,7.248494,3171069,58,29,396,C,4.5,"Theoderichstr. 27, 44803 Bochum, North Rhine-Westphalia Germany",Japanese,Restaurants,,N/A,N/A,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,0,0,B
Sakura,51.491188,7.243643,4781852,104,30,396,C,4.0,"Castroper Str. 204, 44791 Bochum, North Rhine-Westphalia Germany",Chinese,Restaurants,$7 - $11,N/A,N/A,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,$7 , $11,C
Landau,51.472607,7.323086,1041129,39,31,396,D,4.5,"Alte Bahnhofstr. 13, 44892 Bochum, North Rhine-Westphalia Germany",Central European,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,Available,N/A,N/A,0,0,B
Stratlingshof Restaurant,51.475758,7.243854,1041118,82,32,396,D,4.5,"Altenbochumer Str. 64, 44803 Bochum, North Rhine-Westphalia Germany",German,Restaurants,$50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,Available,Available,N/A,$50,0,B
Avli,51.479015,7.218618,1041122,147,33,396,D,4.0,"Luisenstr. 14, 44787 Bochum, North Rhine-Westphalia Germany",Greek,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,C
Begopa Restaurant,51.48353,7.22129,13836116,30,34,396,D,4.5,"Nordring 100, 44787 Bochum, North Rhine-Westphalia Germany",Asian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Imlee - Indisches Restaurant Bochum,51.45523,7.20199,5818407,58,35,396,D,4.0,"Wasserstr. 420, 44795 Bochum, North Rhine-Westphalia Germany",Indian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,C
Kimbap Spot,51.478867,7.219564,13815247,28,36,396,D,4.5,"Hellweg 21, 44787 Bochum, North Rhine-Westphalia Germany",Sushi,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,B
