name,latitude,longitude,location_id,num_reviews,ranking_position,ranking_denominator,ranking_category,rating,address,cuisine,establishment_types,price,Bar,Italian,Japanese,American,Steakhouse,Cafe,Indian,Asian,Healthy,German,Central European,Mediterranean,European,Vegan Options,Gluten Free Options,Seafood,min price,max price,rating_category
Killiwilly Irish Pub,51.32537,12.373634,1371204,120,30,661,C,4.5,"Karl-Liebknecht-Str. 44 Südvorstadt, 04107, Leipzig, Saxony Germany",Irish,Restaurants,$3 - $10,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,$3 , $10,B
Mein Leipzig,51.33675,12.358878,4844416,66,31,661,D,4.5,"Kaethe-Kollwitz-Str. 71, 04109, Leipzig, Saxony Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,Available,N/A,N/A,N/A,0,0,B
Caffeeshop Leipzig Bar Italiano,51.33709,12.385887,5824861,79,32,661,D,4.5,"Johannisplatz 17, 04103, Leipzig, Saxony Germany",Italian,Restaurants,,Available,Available,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,0,0,B
Restaurant Johann S.,51.339024,12.372228,1345432,97,33,661,D,4.5,"Thomaskirchhof 17 Zentrum, 04109, Leipzig, Saxony Germany",Healthy,Restaurants,$5 - $25,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,N/A,Available,N/A,N/A,N/A,$5 , $25,B
Stadtpfeiffer,51.338306,12.380233,963472,97,34,661,D,4.5,"Augustusplatz 8, 04109, Leipzig, Saxony Germany",European,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,Available,N/A,0,0,B
Zchaca,51.337597,12.371889,8844801,150,35,661,D,4.0,"Markgrafenstrasse 7 Zentrum, 04109, Leipzig, Saxony Germany",Seafood,Restaurants,$6 - $20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,$6 , $20,C
Zest,51.307068,12.380161,1041430,112,36,661,D,4.5,"Bornaische Str. 54, 04277, Leipzig, Saxony Germany",Vegetarian Friendly,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,0,0,B
Kildare City Pub,51.34079,12.373703,2657619,116,37,661,D,4.0,"Barfussgasschen 5-7 Zentrum, 04109, Leipzig, Saxony Germany",Irish,Restaurants,,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,0,0,C
Panorama Tower,51.337837,12.379081,1342466,390,38,661,D,4.0,"Augustusplatz 9, 04109, Leipzig, Saxony Germany",German,Restaurants,$7 - $29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,$7 , $29,C
Gosenschenke Ohne Bedenken,51.357727,12.367463,743227,148,39,661,D,4.0,"Menckestrasse 5, 04155, Leipzig, Saxony Germany",German,Restaurants,$6 - $15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,$6 , $15,C
