name,latitude,longitude,location_id,num_reviews,ranking_position,ranking_denominator,ranking_category,rating,address,cuisine,establishment_types,price,Bar,Italian,Japanese,American,Steakhouse,Cafe,Indian,Asian,Healthy,German,Central European,Mediterranean,European,Vegan Options,Gluten Free Options,Seafood,min price,max price,rating_category
Speicher 7 Bar,49.48493,8.454033,4698199,141,36,525,D,4.0,"Rheinvorlandstr. 7, 68159 Mannheim, Baden-Wurttemberg Germany",Bar,Restaurants,,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,C
Schwarzer Adler,49.488766,8.460931,3327676,51,37,525,D,4.5,"D 6 18, 68159 Mannheim, Baden-Wurttemberg Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,B
Bori,49.491623,8.471275,8014946,86,38,525,D,4.5,"U 2 3, 68161 Mannheim, Baden-Wurttemberg Germany",Korean,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Saigon,49.479248,8.487222,742523,117,39,525,D,4.0,"Augustaanlage 54-56, 68165 Mannheim, Baden-Wurttemberg Germany",Vietnamese,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,0,0,C
Kyoto Sushi Bar,49.487362,8.469424,6950179,104,40,525,D,4.0,"P 4 4-6, 68161 Mannheim, Baden-Wurttemberg Germany",Japanese,Restaurants,,N/A,N/A,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,0,0,C
Little Saigon,49.476387,8.488333,2734288,112,41,525,E,4.0,"Seckenheimer Str. 81, 68165 Mannheim, Baden-Wurttemberg Germany",Asian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,0,0,C
Kaffee auf Hawaii - Mannheim,49.49774,8.480014,14002405,47,42,525,E,4.5,"Lange Rotterstr. 50, 68167 Mannheim, Baden-Wurttemberg Germany",Cafe,Restaurants,$15 - $20,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,$15 , $20,B
Restaurant Malvasia,49.45563,8.47099,3953453,127,43,525,E,4.0,"Alberichstr. 98a, 68199 Mannheim, Baden-Wurttemberg Germany",Greek,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,0,0,C
Huf-house,49.48048,8.49927,11722221,44,44,525,E,4.5,"Gartenschauweg 8, 68165 Mannheim, Baden-Wurttemberg Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,B
Heller's Vegetarisches Restaurant & Cafe,49.48327,8.472973,742512,124,45,525,E,4.0,"N 7 13-15, 68161 Mannheim, Baden-Wurttemberg Germany",Diner,Restaurants,$3 - $15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,N/A,Available,Available,N/A,$3 , $15,C
Burrito Baby,49.488457,8.463347,13153379,31,46,525,E,4.5,"D 4, 5, 68159 Mannheim, Baden-Wurttemberg Germany",Mexican,Restaurants,$5 - $12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,$5 , $12,B
Hermes Grill,49.509274,8.514199,10463688,43,47,525,E,4.5,"Mannheimer Str. 42, 68309 Mannheim, Baden-Wurttemberg Germany",Greek,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
El Cid II,49.459373,8.490721,4829585,74,48,525,E,4.5,"Moenchwoerthstr. 2, 68199 Mannheim, Baden-Wurttemberg Germany",Spanish,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Soban,49.491177,8.467717,11904574,53,49,525,E,4.5,"J2, 22, 68159 Mannheim, Baden-Wurttemberg Germany",Asian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,B
Wefa Restaurant,49.48749,8.4693,1346462,43,50,525,E,4.5,"Q 3 19, 68161 Mannheim, Baden-Wurttemberg Germany",Turkish,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,B
