name,latitude,longitude,location_id,num_reviews,ranking_position,ranking_denominator,ranking_category,rating,address,cuisine,establishment_types,price,Bar,Italian,Japanese,American,Steakhouse,Cafe,Indian,Asian,Healthy,German,Central European,Mediterranean,European,Vegan Options,Gluten Free Options,Seafood,min price,max price,rating_category
Restaurant Mediterran,51.25536,7.137383,1566676,39,33,319,D,4.5,"Friedrich-Ebert-Str. 41, 42103 Wuppertal, North Rhine-Westphalia Germany",Vegetarian Friendly,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Meson Alegria,51.25516,7.13132,6437944,38,34,319,D,4.5,"Briller Str. 19, 42105 Wuppertal, North Rhine-Westphalia Germany",Spanish,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,N/A,0,0,B
Mamas Kimchi,51.25858,7.152273,13144630,29,35,319,D,4.5,"Kipdorf 60, 42103 Wuppertal, North Rhine-Westphalia Germany",Korean,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,B
Chang Thai Restaurant Wuppertal,51.26442,7.13357,9453098,43,36,319,D,4.5,"Hochstr. 9, 42105 Wuppertal, North Rhine-Westphalia Germany",Filipino,Restaurants,$4 - $18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$4 , $18,B
Kabul Restaurant,51.28052,7.217836,4597973,24,37,319,D,4.5,"Wichlinghauser Str. 75, 42277 Wuppertal, North Rhine-Westphalia Germany",Middle Eastern,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Restaurant Croatien,51.25291,7.1399,5851872,42,38,319,D,4.0,"Suedstr. 10, 42103 Wuppertal, North Rhine-Westphalia Germany",Croatian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,0,0,C
Restaurant Kriegsfuss,51.249695,7.163575,6838574,37,39,319,D,4.0,"Bendahler Str. 136 5 Min. Entfernt Vom Skulpturenpark Waldfrieden, 42285 Wuppertal, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,Available,Available,N/A,N/A,0,0,C
Das Johann's,51.26354,7.10711,13144743,24,40,319,D,4.5,"In der Beek 33, 42113 Wuppertal, North Rhine-Westphalia Germany",Cafe,Restaurants,,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Il Piatto Pizzeria Trattoria,51.258057,7.149811,12716328,24,41,319,E,4.5,"Kipdorf 32, 42103 Wuppertal, North Rhine-Westphalia Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,0,0,B
Osaka Sushi,51.277042,7.234858,12274582,26,42,319,E,4.5,"Hoefen 93, 42277 Wuppertal, North Rhine-Westphalia Germany",Seafood,Restaurants,,N/A,N/A,Available,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,0,0,B
Landhaus Cafe,51.23382,7.12825,6376716,32,43,319,E,4.5,"Im Honigstal 7 Haus Honigstal, 42117 Wuppertal, North Rhine-Westphalia Germany",Indian,Restaurants,,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,B
Westfalenkrug,51.3119,7.24868,2256097,51,44,319,E,4.0,"Schmiedestr. 56 Oberbarmen, 42279 Wuppertal, North Rhine-Westphalia Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,0,0,C
Jey Jey's Tapas & mehr,51.2544,7.137283,7193688,35,45,319,E,4.5,"Aue 56, 42103 Wuppertal, North Rhine-Westphalia Germany",Seafood,Restaurants,$7 - $18,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,$7 , $18,B
Hotel Restaurant Neue Welt,51.290764,7.240731,2324395,41,46,319,E,4.0,"Neue Welt 1, 42279 Wuppertal, North Rhine-Westphalia Germany",German,Restaurants,$15 - $35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,$15 , $35,C
La petite Confiserie,51.259407,7.137088,5820657,22,47,319,E,4.5,"Marienstr. 37, 42105 Wuppertal, North Rhine-Westphalia Germany",Cafe,Coffee & Tea,,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
Villa Foresta,51.26406,7.217228,5819273,68,48,319,E,4.0,"Forestastr. 11, 42289 Wuppertal, North Rhine-Westphalia Germany",Central European,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,0,0,C
Mamounia,51.267593,7.140139,1341013,31,49,319,E,4.5,"Hansastr. 89, 42109 Wuppertal, North Rhine-Westphalia Germany",Vegetarian Friendly,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,B
Dimitra II,51.22509,7.20596,7701391,23,50,319,E,4.5,"Luettringhauser Str. 80, 42369 Wuppertal, North Rhine-Westphalia Germany",Greek,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,N/A,N/A,0,0,B
