name,latitude,longitude,location_id,num_reviews,ranking_position,ranking_denominator,ranking_category,rating,address,cuisine,establishment_types,price,Bar,Italian,Japanese,American,Steakhouse,Cafe,Indian,Asian,Healthy,German,Central European,Mediterranean,European,Vegan Options,Gluten Free Options,Seafood,min price,max price,rating_category
RajMahal,51.06581,13.755676,14050185,127,39,837,D,4.5,"Louisenstr. 60 near Curry&Co, 01099 Dresden, Saxony Germany",Indian,Restaurants,$3 - $13,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,N/A,N/A,N/A,N/A,Available,Available,N/A,$3 , $13,B
Freiberger Schankhaus,51.051,13.741377,1352396,484,40,837,D,4.0,"Neumarkt 8, 01067 Dresden, Saxony Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
China-Thai-Schnellrestaurant Duong Ngoc Tien,51.065662,13.75039,1354536,143,41,837,E,4.5,"Alaunstr. 31, 01099 Dresden, Saxony Germany",Chinese,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,0,0,B
Las Tapas,51.052593,13.741344,2292423,577,42,837,E,4.0,"Muenzgasse 4 An der Frauenkirche, 01067 Dresden, Saxony Germany",International,Restaurants,$3 - $24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,Available,N/A,$3 , $24,C
Enotria da Miri,51.051506,13.736509,8760541,383,43,837,E,4.0,"Kleine Bruedergasse 1 Direkt hinter Kempiski, 01067 Dresden, Saxony Germany",Pizza,Restaurants,$6 - $30,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,N/A,Available,$6 , $30,C
Altmarktkeller - Dresdner Bierhaus,51.049816,13.738962,1041368,509,44,837,E,4.0,"Altmarkt 4 01067 Dresden, 01067 Dresden, Saxony Germany",German,Restaurants,$4 - $26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,$4 , $26,C
Schillergarten,51.052475,13.808945,1041352,410,45,837,E,4.0,"Schillerplatz 9, 01309 Dresden, Saxony Germany",German,Restaurants,$20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,Available,N/A,N/A,$20,0,C
Estancia Steakhouse Klotzsche,51.118988,13.790478,13557627,61,46,837,E,5.0,"Langebruecker Str. 2 am Käthe-Kollwitz-Platz, 01109 Dresden, Saxony Germany",Steakhouse,Restaurants,$15 - $60,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$15 , $60,A
Watzke Brauereiausschank am Goldenen Reiter,51.058426,13.741177,1931745,495,47,837,E,4.0,"Hauptstr. 1, 01097 Dresden, Saxony Germany",German,Restaurants,,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
Curry 24,51.05101,13.734768,2718431,238,48,837,E,4.0,"Wilsdruffer Str. 24, 01067 Dresden, Saxony Germany",German,Quick Bites,$2 - $6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,$2 , $6,C
Wenzel Dresden-Konigstrasse,51.061176,13.740208,1308258,341,49,837,E,4.0,"Konigstrasse 1, 01097 Dresden, Saxony Germany",German,Restaurants,$4 - $19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,$4 , $19,C
Camondas Schokoladenkontor an der Frauenkirche,51.051495,13.741303,10623272,123,50,837,E,4.5,"An der Frauenkirche 20, 01067 Dresden, Saxony Germany",Cafe,Coffee & Tea,,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,B
